اسم الكتاب,الكاتب,القسم,عدد صفحات الكتاب,اللغه,دار النشر,رابط قراءه الكتاب,ملخص الكتاب
أسئلة الثورة,سلمان العودة,العلوم السياسية والاستراتيجية,212,عربي,مكتبة البحوث والدراسات,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b3%d8%a6%d9%84%d8%a9-%d8%a7%d9%84%d8%ab%d9%88%d8%b1%d8%a9-pdf/?view=read,روي كتب عرب عبر ربط بين وبين ارخ كعرب او بين وبين لغة عرب وبين ارخ حدث ارخ روي عرب الي الن ومع قدم عصر كنولوج ازل قئم حضر
أسئلة الثورة,سلمان العودة,الأدب العربي,212,عربي,مكتبة البحوث والدراسات,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b3%d8%a6%d9%84%d8%a9-%d8%a7%d9%84%d8%ab%d9%88%d8%b1%d8%a9-pdf/?view=read,روي كتب عرب عبر ربط بين وبين ارخ كعرب او بين وبين لغة عرب وبين ارخ حدث ارخ روي عرب الي الن ومع قدم عصر كنولوج ازل قئم حضر
بين الصورة والحقيقة,أبو الحسن علي الحسني الندوي,اسلامية,20,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a8%d9%8a%d9%86-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d9%88%d8%a7%d9%84%d8%ad%d9%82%d9%8a%d9%82%d8%a9-pdf/?view=read,لخص كتب صور حقق كتب حسن علي حسن ندي
إلى قمة القيادة العالمية,أبو الحسن علي الحسني الندوي,اسلامية,15,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a5%d9%84%d9%89-%d9%82%d9%85%d8%a9-%d8%a7%d9%84%d9%82%d9%8a%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a9-pdf/?view=read,لخص كتب قمة قيد علم كتب حسن علي حسن ندي
مذكرات الدعوة والداعية,أبو الحسن علي الحسني الندوي,اسلامية,324,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b0%d9%83%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%af%d8%b9%d9%88%d8%a9-%d9%88%d8%a7%d9%84%d8%af%d8%a7%d8%b9%d9%8a%d8%a9-pdf-2/?view=read,لخص كتب ذكر دعة دعي كتب حسن علي حسن ندي
ردة ولا أبا بكر لها,أبو الحسن علي الحسني الندوي,اسلامية,28,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b1%d8%af%d8%a9-%d9%88%d9%84%d8%a7-%d8%a3%d8%a8%d8%a7-%d8%a8%d9%83%d8%b1-%d9%84%d9%87%d8%a7-pdf/?view=read,لخص كتب ردة ابا بكر كتب حسن علي حسن ندي
الإسلام والحكم,أبو الحسن علي الحسني الندوي,اسلامية,31,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85-%d9%88%d8%a7%d9%84%d8%ad%d9%83%d9%85-pdf/?view=read,لخص كتب سلم حكم كتب حسن علي حسن ندي
ملة إبراهيم وحضارة الإسلام,أبو الحسن علي الحسني الندوي,اسلامية,32,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%84%d8%a9-%d8%a5%d8%a8%d8%b1%d8%a7%d9%87%d9%8a%d9%85-%d9%88%d8%ad%d8%b6%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85-pdf/?view=read,لخص كتب ملة راهيم حضر سلم كتب حسن علي حسن ندي
ترشيد الصحوة الإسلامية,أبو الحسن علي الحسني الندوي,اسلامية,136,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%aa%d8%b1%d8%b4%d9%8a%d8%af-%d8%a7%d9%84%d8%b5%d8%ad%d9%88%d8%a9-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85%d9%8a%d8%a9-pdf/?view=read,لخص كتب رشد صحة سلم كتب حسن علي حسن ندي
المسلمون تجاه الحضارة الغربية,أبو الحسن علي الحسني الندوي,اسلامية,84,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%88%d9%86-%d8%aa%d8%ac%d8%a7%d9%87-%d8%a7%d9%84%d8%ad%d8%b6%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-pdf/?view=read,لخص كتب سلم حضر غرب كتب حسن علي حسن ندي
مقالات حول السيرة النبوية,أبو الحسن علي الحسني الندوي,اسلامية,253,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%82%d8%a7%d9%84%d8%a7%d8%aa-%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d8%b3%d9%8a%d8%b1%d8%a9-%d8%a7%d9%84%d9%86%d8%a8%d9%88%d9%8a%d8%a9-pdf/?view=read,لخص كتب قال حول سير نبي كتب حسن علي حسن ندي
الإمام الذي لم يوف حقه,أبو الحسن علي الحسني الندوي,اسلامية,72,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d9%85-%d8%a7%d9%84%d8%b0%d9%8a-%d9%84%d9%85-%d9%8a%d9%88%d9%81-%d8%ad%d9%82%d9%87-pdf/?view=read,لخص كتب امم يوف حقه كتب حسن علي حسن ندي
شخصيات وكتب,أبو الحسن علي الحسني الندوي,اسلامية,247,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b4%d8%ae%d8%b5%d9%8a%d8%a7%d8%aa-%d9%88%d9%83%d8%aa%d8%a8-pdf/?view=read,لخص كتب شخص كتب كتب حسن علي حسن ندي
من أعلام المسلمين ومشاهيرهم,أبو الحسن علي الحسني الندوي,اسلامية,367,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%8a%d9%86-%d9%88%d9%85%d8%b4%d8%a7%d9%87%d9%8a%d8%b1%d9%87%d9%85-pdf/?view=read,لخص كتب علم سلم مشاهير كتب حسن علي حسن ندي
رجال الفكر والدعوة ج 3-4,أبو الحسن علي الحسني الندوي,اسلامية,797,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b1%d8%ac%d8%a7%d9%84-%d8%a7%d9%84%d9%81%d9%83%d8%b1-%d9%88%d8%a7%d9%84%d8%af%d8%b9%d9%88%d8%a9-%d8%ac-3-4-pdf/?view=read,لخص كتب رجل فكر دعة 3-4 كتب حسن علي حسن ندي
رجال الفكر والدعوة ج 1-2,أبو الحسن علي الحسني الندوي,اسلامية,814,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b1%d8%ac%d8%a7%d9%84-%d8%a7%d9%84%d9%81%d9%83%d8%b1-%d9%88%d8%a7%d9%84%d8%af%d8%b9%d9%88%d8%a9-%d8%ac-1-2-pdf/?view=read,لخص كتب رجل فكر دعة 1-2 كتب حسن علي حسن ندي
الحضارة الغربية,أبو الحسن علي الحسني الندوي,اسلامية,48,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%b6%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-pdf/?view=read,لخص كتب حضر غرب كتب حسن علي حسن ندي
نصائح وتوجيهات,أبو الحسن علي الحسني الندوي,اسلامية,80,عربي,ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%86%d8%b5%d8%a7%d8%a6%d8%ad-%d9%88%d8%aa%d9%88%d8%ac%d9%8a%d9%87%d8%a7%d8%aa-pdf/?view=read,لخص كتب نصح وتج كتب حسن علي حسن ندي
عن وطن لحم ودم للكاتب أدهم الشرقاوي,أدهم الشرقاوي,الأدب,142,عربي,كلمات,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b9%d9%86-%d9%88%d8%b7%d9%86-%d9%84%d8%ad%d9%85-%d9%88%d8%af%d9%85-pdf/?view=read,كتب ادب عرب كتب وطن لحم ودم كتب لسط دهم شرقاو تمز دهم شرقاو أسلوب جذب يتم تحذ حسك عند قرأ كتب شهر دهم شرقاو بن سعد وله كثر روي كتب قصص قصر تمك حصد كثر قلب عجب اهم كتب روي كتب كتب وطن لحم ودم
خربشات خارجة عن القانون للكاتب أدهم الشرقاوي,أدهم الشرقاوي,الأدب,157,عربي,-,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ae%d8%b1%d8%a8%d8%b4%d8%a7%d8%aa-%d8%ae%d8%a7%d8%b1%d8%ac%d8%a9-%d8%b9%d9%86-%d8%a7%d9%84%d9%82%d8%a7%d9%86%d9%88%d9%86-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3/?view=read,كتب ادب عرب كتب خربش خرج قان كتب لسط دهم شرقاو تمز دهم شرقاو أسلوب جذب يتم تحذ حسك عند قرأ كتب شهر دهم شرقاو بن سعد وله كثر روي كتب قصص قصر تمك حصد كثر قلب عجب اهم كتب روي كتب كتب خربش خرج قان
حديث الصباح للكاتب أدهم الشرقاوي,أدهم الشرقاوي,الأدب,350,عربي,كلمات,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ad%d8%af%d9%8a%d8%ab-%d8%a7%d9%84%d8%b5%d8%a8%d8%a7%d8%ad-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%af%d9%87%d9%85-%d8%a7%d9%84%d8%b4%d8%b1%d9%82%d8%a7%d9%88/?view=read,كتب ادب عرب كتب حدث صبح كتب لسط دهم شرقاو تمز دهم شرقاو أسلوب جذب يتم تحذ حسك عند قرأ كتب شهر دهم شرقاو بن سعد وله كثر روي كتب قصص قصر تمك حصد كثر قلب عجب اهم كتب روي كتب كتب حدث صبح
قصص النبيين للأطفال,أبو الحسن علي الحسني الندوي,اسلامية,384,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%82%d8%b5%d8%b5-%d8%a7%d9%84%d9%86%d8%a8%d9%8a%d9%8a%d9%86-%d9%84%d9%84%d8%a3%d8%b7%d9%81%d8%a7%d9%84-pdf/?view=read,لخص كتب قصص نبي طفل كتب حسن علي حسن ندي
الطريق إلى المدينة,أبو الحسن علي الحسني الندوي,اسلامية,10,عربي,القلم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b7%d8%b1%d9%8a%d9%82-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9-pdf/?view=read,لخص كتب طرق دين كتب حسن علي حسن ندي
المرتضى,أبو الحسن علي الحسني الندوي,اسلامية,284,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b1%d8%aa%d8%b6%d9%89-pdf/?view=read,
النبوة والأنبياء,أبو الحسن علي الحسني الندوي,اسلامية,60,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%86%d8%a8%d9%88%d8%a9-%d9%88%d8%a7%d9%84%d8%a3%d9%86%d8%a8%d9%8a%d8%a7%d8%a1-pdf/?view=read,لخص كتب نبة بيء كتب حسن علي حسن ندي
من الجاهلية إلى الإسلام,أبو الحسن علي الحسني الندوي,اسلامية,65,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86-%d8%a7%d9%84%d8%ac%d8%a7%d9%87%d9%84%d9%8a%d8%a9-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85-pdf/?view=read,لخص كتب جهل سلم كتب حسن علي حسن ندي
نفحات الإيمان,أبو الحسن علي الحسني الندوي,اسلامية,109,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%86%d9%81%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d8%a5%d9%8a%d9%85%d8%a7%d9%86-pdf/?view=read,لخص كتب نفح ايم كتب حسن علي حسن ندي
مسئولية العلماء في الأوضاع المتغيرة,أبو الحسن علي الحسني الندوي,اسلامية,16,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b3%d8%a6%d9%88%d9%84%d9%8a%d8%a9-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d8%a7%d8%a1-%d9%81%d9%8a-%d8%a7%d9%84%d8%a3%d9%88%d8%b6%d8%a7%d8%b9-%d8%a7%d9%84%d9%85%d8%aa%d8%ba/?view=read,لخص كتب سئل علماء وضع تغر كتب حسن علي حسن ندي
موقف العالم الإسلامي,أبو الحسن علي الحسني الندوي,اسلامية,120,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%88%d9%82%d9%81-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85%d9%8a-pdf/?view=read,لخص كتب وقف علم سلم كتب حسن علي حسن ندي
من نهر كابل إلى نهر اليرموك,أبو الحسن علي الحسني الندوي,اسلامية,231,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86-%d9%86%d9%87%d8%b1-%d9%83%d8%a7%d8%a8%d9%84-%d8%a5%d9%84%d9%89-%d9%86%d9%87%d8%b1-%d8%a7%d9%84%d9%8a%d8%b1%d9%85%d9%88%d9%83-pdf/?view=read,لخص كتب نهر كبل نهر رمو كتب حسن علي حسن ندي
صورتان متضادتان,أبو الحسن علي الحسني الندوي,اسلامية,117,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b5%d9%88%d8%b1%d8%aa%d8%a7%d9%86-%d9%85%d8%aa%d8%b6%d8%a7%d8%af%d8%aa%d8%a7%d9%86-pdf/?view=read,لخص كتب صور تضد كتب حسن علي حسن ندي
الطريق إلى السعادة,أبو الحسن علي الحسني الندوي,اسلامية,224,عربي,المجمع الإسلامي العلمي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b7%d8%b1%d9%8a%d9%82-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d8%b3%d8%b9%d8%a7%d8%af%d8%a9-pdf/?view=read,لخص كتب طرق سعد كتب حسن علي حسن ندي
البلاغة تطور وتاريخ,شوقي ضيف,الأدب العربي,388,عربي,المعارف,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d9%84%d8%a7%d8%ba%d8%a9-%d8%aa%d8%b7%d9%88%d8%b1-%d9%88%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-pdf/?view=read,كتب بلغ تطر ارخ كتب شوق ضيف اهم نقد دبء شوط عرب وله خلف كثر كتب بلغ تطر ارخ شهر كتب سلب نقد لغي وذل عرف كبر لغة عرب انه تمز خير وضع كتب ككتاب بلغ تطر ارخ كلم كتب بلغ وعن علم تطر ظهر علم تمز كتب شوق ضيف لغة سلم نجد عظم كتب سلب رقي ككتاب بلغ تطر ارخ
الحب العذرى عند العرب,شوقي ضيف,الأدب العربي,149,عربي,المعارف,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%a8-%d8%a7%d9%84%d8%b9%d8%b0%d8%b1%d9%89-%d8%b9%d9%86%d8%af-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8-pdf/?view=read,كتب لحب عذرى عرب كتب شوق ضيف اهم نقد دبء شوط عرب وله خلف كثر كتب لحب عذرى عرب شهر كتب سلب نقد لغي وذل عرف كبر لغة عرب انه تمز خير وضع كتب ككتاب لحب عذرى عرب كلم كتب ظهر لحب عرب شهر ادب تمز كتب شوق ضيف لغة سلم نجد عظم كتب سلب رقي ككتاب لحب عذرى عرب
البحث الأدبي,شوقي ضيف,الأدب العربي,284,عربي,المعارف,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d8%ad%d8%ab-%d8%a7%d9%84%d8%a3%d8%af%d8%a8%d9%8a-pdf/?view=read,كتب بحث ادب كتب شوق ضيف اهم نقد دبء شوط عرب وله خلف كثر كتب بحث ادب شهر كتب سلب نقد لغي وذل عرف كبر لغة عرب انه تمز خير وضع كتب ككتاب بحث ادب كلم كتب كتب شوق ضيف بحث جال ادب لغة تمز كتب شوق ضيف لغة سلم نجد عظم كتب سلب رقي ككتاب بحث ادب
جواهر القلوب للكاتب أبو حامد الغزالي,الإمام أبو حامد الغزالي,اسلامية,120,عربي,الأرقم,Not Avialable,كتب جهر قلب كتب حمد غزل رمز عصر شهر علماء سلم قرن تسع يلد (450 1058 فقي أولياء لسف وكان صوف نظم شفع فقه ولم يكن عين اخر عهد ثله وكان ذهب شعر عقد لقب غزل عدد لقب حيت شهر لقب بحج سلم وله لقب زين دين وحج دين علم وحد ومف امة وبر ناس إمم ائم دين شرف ائم وكان اثر كبر بصم وضح عدة علم لسف فقه شفع علم كلم تصف نطق وتر عدد كتب جال اهم كتب كتب جهر قلب
منهاج العابدين إلى الجنة للكاتب أبو حامد الغزالي,الإمام أبو حامد الغزالي,اسلامية,216,عربي,الكتب العلمية,Not Avialable,كتب نهج عبد جنة كتب حمد غزل رمز عصر شهر علماء سلم قرن تسع يلد (450 1058 فقي أولياء لسف وكان صوف نظم شفع فقه ولم يكن عين اخر عهد ثله وكان ذهب شعر عقد لقب غزل عدد لقب حيت شهر لقب بحج سلم وله لقب زين دين وحج دين علم وحد ومف امة وبر ناس إمم ائم دين شرف ائم وكان اثر كبر بصم وضح عدة علم لسف فقه شفع علم كلم تصف نطق وتر عدد كتب جال اهم كتب كتب نهج عبد لجن
شوقى شاعر العصر الحديث,شوقي ضيف,الأدب العربي,293,عربي,المعارف,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b4%d9%88%d9%82%d9%89-%d8%b4%d8%a7%d8%b9%d8%b1-%d8%a7%d9%84%d8%b9%d8%b5%d8%b1-%d8%a7%d9%84%d8%ad%d8%af%d9%8a%d8%ab-pdf/?view=read,كتب شوقى شعر عصر حدث كتب شوق ضيف اهم نقد دبء شوط عرب وله خلف كثر كتب شوقى شعر عصر حدث شهر كتب سلب نقد لغي وذل عرف كبر لغة عرب انه تمز خير وضع كتب ككتاب شوقى شعر عصر حدث كلم كتب حمد شوق امر شعراء اهد اهم شعراء عصر حدث دبء عرب تمز كتب شوق ضيف لغة سلم نجد عظم كتب سلب رقي ككتاب شوقى شعر عصر حدث
تهذيب المهلكات والمنجيات للكاتب أبو حامد الغزالي,الإمام أبو حامد الغزالي,اسلامية,367,عربي,المدينة المنورة,Not Avialable,كتب هذب هلك نجز كتب حمد غزل رمز عصر شهر علماء سلم قرن تسع يلد (450 1058 فقي أولياء لسف وكان صوف نظم شفع فقه ولم يكن عين اخر عهد ثله وكان ذهب شعر عقد لقب غزل عدد لقب حيت شهر لقب بحج سلم وله لقب زين دين وحج دين علم وحد ومف امة وبر ناس إمم ائم دين شرف ائم وكان اثر كبر بصم وضح عدة علم لسف فقه شفع علم كلم تصف نطق وتر عدد كتب جال اهم كتب كتب هذب هلك نجز
