اسم الكتاب,الكاتب,القسم,عدد صفحات الكتاب,اللغه,دار النشر,رابط قراءه الكتاب,ملخص الكتاب
مع المصطفى,سلمان العودة,اسلامية,384,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b9-%d8%a7%d9%84%d9%85%d8%b5%d8%b7%d9%81%d9%89-pdf/?view=read,كتاب مع المصطفى للكاتب سلمان العودة هذه وقفات متأملة مع صور مشرقة من حياة المصطفى صلى الله عليه وسلم تقدم نوعًا من الطرح المميز في قراءة النص النبوي والوقوف عند المعاني التربوية الهادية من خلال هذه المشاهد المثيرة حتى نستطيع إعادة تأهيل شبابنا وربطهم بتاريخنا الإسلامية وخاصة بسيرة النبي محمد صلى الله عليه وسلم ولو أنا عرضنا سيرته وشخصيته بالشكل الصحيح على الأمة الإسلامية بشتى أطيافها لوجد كل منهم بغيته ولما ابتغوا عنه بديلًا.فالحاكم يجد في سيرته صلى الله عليه وسلم أنموذج العدل والإنصاف والتواضع كتاب مع المصطفى
بناتي,سلمان العودة,الأدب العربي,198,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a8%d9%86%d8%a7%d8%aa%d9%8a-pdf/?view=read,كتاب بناتي للكاتب سلمان العودة رزقني ربي بغادة وآسية ونورة وهن يمنحنني الوجه الجميل للحياة الحب والعطف والحنان ولا حياة للمرء من غير قلب يحنّ ويفرح ويحس وهن الامتداد الصادق لذلك الأصل الدافئ الذي أدين له بعد ربي بالفضل والعرفان الدوحة الظليلة التي حضنتني وحفتني بمشاعره ومنحتني من حياتها وروحها ودمها ولغتها الشيء الكثير ولم أكن لأجد طعم الأمل والرضا والجمال لولا فضل الله عليّ بالانتماء لمدرسة الأ رزقني ربي بغادة وآسية ونورة وهن يمنحنني الوجه الجميل للحياة الحب والعطف والحنان ولا حياة للمرء من غير قلب يحنّ ويفرح ويحس كتاب بناتي
بناتي,سلمان العودة,روايات عربية,198,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a8%d9%86%d8%a7%d8%aa%d9%8a-pdf/?view=read,كتاب بناتي للكاتب سلمان العودة رزقني ربي بغادة وآسية ونورة وهن يمنحنني الوجه الجميل للحياة الحب والعطف والحنان ولا حياة للمرء من غير قلب يحنّ ويفرح ويحس وهن الامتداد الصادق لذلك الأصل الدافئ الذي أدين له بعد ربي بالفضل والعرفان الدوحة الظليلة التي حضنتني وحفتني بمشاعره ومنحتني من حياتها وروحها ودمها ولغتها الشيء الكثير ولم أكن لأجد طعم الأمل والرضا والجمال لولا فضل الله عليّ بالانتماء لمدرسة الأ رزقني ربي بغادة وآسية ونورة وهن يمنحنني الوجه الجميل للحياة الحب والعطف والحنان ولا حياة للمرء من غير قلب يحنّ ويفرح ويحس كتاب بناتي
مع الله,سلمان العودة,اسلامية,363,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b9-%d8%a7%d9%84%d9%84%d9%87-pdf/?view=read,كتاب مع الله للكاتب سلمان العودة كيف يجيب الملحد على سؤال المجرة الضخمة المنضبطة في مدارها و المؤدية لدورها ؟ وهى نظام كونى مكون من تجمع هائل من النجوم الكبار والغازات و والمادة المظلمة التي ترتبط معا بقوى الجذب المتبادلة وتدور حول مركز مشترك ويقدر العلماء بشكل تقريبي عدد المجرات في الكون المشاهد بمائة بليون مجرة من وتحتوى كل مجرة فى المتوسط على مائة بليون نجم عن وما يتبع هذا النجم من كواكب أقمار ويبلغ متوسط المسافة بين مدربين متجاورتين في بليون بليون كيلومتر في أو ما يعادل . مليون سنة ضوئية كتاب مع الله
شكرا أيها الأعداء,سلمان العودة,الأدب العربي,345,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b4%d9%83%d8%b1%d8%a7-%d8%a3%d9%8a%d9%87%d8%a7-%d8%a7%d9%84%d8%a3%d8%b9%d8%af%d8%a7%d8%a1-pdf/?view=read,كتاب شكرا أيها الأعداء للكاتب سلمان العودة عبارة عن مقالات متفرقة سطرت عبر بضع سنوات ولكنها تتكامل في موضوع واحد يتعلق بالخلافات والصراعات التي تَعْصِف بالناس وطريقة تعاطيهم معها فضلًا عن مقالات عديدة كتبت خصيصًا لهذا الكتاب لتكون خلاصة تجربة حياتية أو خلاصة قراءة علمية واضعا إياها بين يدي القارئ كتاب شكرا أيها الأعداء
شكرا أيها الأعداء,سلمان العودة,روايات عربية,345,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b4%d9%83%d8%b1%d8%a7-%d8%a3%d9%8a%d9%87%d8%a7-%d8%a7%d9%84%d8%a3%d8%b9%d8%af%d8%a7%d8%a1-pdf/?view=read,كتاب شكرا أيها الأعداء للكاتب سلمان العودة عبارة عن مقالات متفرقة سطرت عبر بضع سنوات ولكنها تتكامل في موضوع واحد يتعلق بالخلافات والصراعات التي تَعْصِف بالناس وطريقة تعاطيهم معها فضلًا عن مقالات عديدة كتبت خصيصًا لهذا الكتاب لتكون خلاصة تجربة حياتية أو خلاصة قراءة علمية واضعا إياها بين يدي القارئ كتاب شكرا أيها الأعداء
هموم فتاة ملتزمة,سلمان العودة,اسلامية,59,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%87%d9%85%d9%88%d9%85-%d9%81%d8%aa%d8%a7%d8%a9-%d9%85%d9%84%d8%aa%d8%b2%d9%85%d8%a9-pdf/?view=read,كتاب هموم فتاة ملتزمة للكاتب سلمان العودة في هذه الأوضاع التي كثرت فيها وسائل الفساد أصبحت الفتاة الملتزمة تواجه هجوما ومصاعب كثيرة تحتاج إلى من يضع لها الحل المناسب الذي يتناسب مع طبيعة المرأة والعصر وقد قام الشيخ سلمان العودة بجمع ما يصل إليه من الرسائل التي تحكي كثيراً من مشاكل المرأة الدعوية والزوجية والعائلية وعرضها في هذا الدرس بأسلوب شيق ممتع مع وضع الحلول المناسبة لها في كتاب هموم فتاة ملتزمة
هموم فتاة ملتزمة,سلمان العودة,الأدب العربي,59,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%87%d9%85%d9%88%d9%85-%d9%81%d8%aa%d8%a7%d8%a9-%d9%85%d9%84%d8%aa%d8%b2%d9%85%d8%a9-pdf/?view=read,كتاب هموم فتاة ملتزمة للكاتب سلمان العودة في هذه الأوضاع التي كثرت فيها وسائل الفساد أصبحت الفتاة الملتزمة تواجه هجوما ومصاعب كثيرة تحتاج إلى من يضع لها الحل المناسب الذي يتناسب مع طبيعة المرأة والعصر وقد قام الشيخ سلمان العودة بجمع ما يصل إليه من الرسائل التي تحكي كثيراً من مشاكل المرأة الدعوية والزوجية والعائلية وعرضها في هذا الدرس بأسلوب شيق ممتع مع وضع الحلول المناسبة لها في كتاب هموم فتاة ملتزمة
هموم فتاة ملتزمة,سلمان العودة,روايات عربية,59,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%87%d9%85%d9%88%d9%85-%d9%81%d8%aa%d8%a7%d8%a9-%d9%85%d9%84%d8%aa%d8%b2%d9%85%d8%a9-pdf/?view=read,كتاب هموم فتاة ملتزمة للكاتب سلمان العودة في هذه الأوضاع التي كثرت فيها وسائل الفساد أصبحت الفتاة الملتزمة تواجه هجوما ومصاعب كثيرة تحتاج إلى من يضع لها الحل المناسب الذي يتناسب مع طبيعة المرأة والعصر وقد قام الشيخ سلمان العودة بجمع ما يصل إليه من الرسائل التي تحكي كثيراً من مشاكل المرأة الدعوية والزوجية والعائلية وعرضها في هذا الدرس بأسلوب شيق ممتع مع وضع الحلول المناسبة لها في كتاب هموم فتاة ملتزمة
طفولة قلب,سلمان العودة,الأدب العربي,588,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b7%d9%81%d9%88%d9%84%d8%a9-%d9%82%d9%84%d8%a8-pdf/?view=read,"كتاب طفولة قلب للكاتب سلمان العودة أتعرفون الكتب التي تبكي لفراقها والانتهاء منها ؟ أتعرفون الكُتب التي تُحبها بشكل كبير وتَعتقد بأنها فعلاً صديق أتَعرفون هذا هو الكِتاب احد تلك الكُتب كان غيره يبكي كلما سنحت له الفرصة..أما هو فكان يختزل الفرص في محطات القطار,وكراسي الإنتظار,وغرف الغربة;ليكتبكان يتوسد منتصف عمره وأكثر,يعود بذاكرته الخمسينية طفلاً يجتر أفراحه,أوقد منارة الفجر في قريته الصغيرة,ثم رحلة يحمل حقيبة الزمن,وتكبيل الدقائق;ليسافرا معاً في ذاكرة الكتابة سنوات وهو يقلب شواهده,يصالح ذاته,يُطعمها الوحدة والجوعوالغربة,يُسكنها الممرات البعيدةَ..أقبية الوحشةة..منافي الألم..أم رحلتعصفور مات فجراً..جموع ألفت صوته وألف حضورها..الأصدقاء ورائحة خبز الطفولة!يكتب واقفاً..هذه الوجوه التي منحها صرير قلمه تستحق الوقوف!أما الثقوب السوداء;فكان يقدمها بقلبه,ويصلي عليها صلاة التسامح في كتاب طفولة قلب"
طفولة قلب,سلمان العودة,روايات عربية,588,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b7%d9%81%d9%88%d9%84%d8%a9-%d9%82%d9%84%d8%a8-pdf/?view=read,"كتاب طفولة قلب للكاتب سلمان العودة أتعرفون الكتب التي تبكي لفراقها والانتهاء منها ؟ أتعرفون الكُتب التي تُحبها بشكل كبير وتَعتقد بأنها فعلاً صديق أتَعرفون هذا هو الكِتاب احد تلك الكُتب كان غيره يبكي كلما سنحت له الفرصة..أما هو فكان يختزل الفرص في محطات القطار,وكراسي الإنتظار,وغرف الغربة;ليكتبكان يتوسد منتصف عمره وأكثر,يعود بذاكرته الخمسينية طفلاً يجتر أفراحه,أوقد منارة الفجر في قريته الصغيرة,ثم رحلة يحمل حقيبة الزمن,وتكبيل الدقائق;ليسافرا معاً في ذاكرة الكتابة سنوات وهو يقلب شواهده,يصالح ذاته,يُطعمها الوحدة والجوعوالغربة,يُسكنها الممرات البعيدةَ..أقبية الوحشةة..منافي الألم..أم رحلتعصفور مات فجراً..جموع ألفت صوته وألف حضورها..الأصدقاء ورائحة خبز الطفولة!يكتب واقفاً..هذه الوجوه التي منحها صرير قلمه تستحق الوقوف!أما الثقوب السوداء;فكان يقدمها بقلبه,ويصلي عليها صلاة التسامح في كتاب طفولة قلب"
أسئلة العنف,سلمان العودة,الأدب العربي,400,عربي,الإسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b3%d8%a6%d9%84%d8%a9-%d8%a7%d9%84%d8%b9%d9%86%d9%81-pdf/?view=read,كتاب أسئلة العنف للكاتب سلمان العودة جائع لا يشعر جائر لا يعلم يلتقط ضحاياه في اقرب فرصة مسرف في عدوانية اعمى حين يقدم في هذا العنف شجره بلا ظل في ونهر بلا ماء من حسابه سوداء لا تمطر في المقعد الأعظم من هذا الكتاب هو معالجه موضوع القتل وما سبق من التفكير وقد قام في العوده فى هذا الكتاب أعاد ترتيب وتنسيق وتحرير مجموعه من الأبحاث والكتابات والمقالات التي نشرها حول ما ظاهره العنف في ما لتخرج جميعها في كتاب واحد كتاب أسئلة العنف
أنا وأخواتها,سلمان العودة,اسلامية,381,عربي,الاسلام اليوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d9%86%d8%a7-%d9%88%d8%a3%d8%ae%d9%88%d8%a7%d8%aa%d9%87%d8%a7-pdf/?view=read,كتاب أنا وأخواتها للكاتب سلمان العودة يواجه كتاب أنا واخواتها للدكتور سلمان بن فهد العودة الأمين العام المساعد لاتحاد العلماء المسلمين القارئ منذ اللحظة الأولى حينما يغوص به في رحلة استكشافية لأعماق ذاته محاولاً إزالة مساحيق التصنع وركام التجاهل وتسليط الضوء على المنطقة الرمادية ما بين حقيقة الذات وصورتها متلمٍّساً مع القارئ سبل الخروج من دائرة تضخم الـ”أنا”، فيما يشبه العلاج بـ”الصدمة”. الكتاب في الذي يقع في نحو 360 صفحة كتاب أنا وأخواتها
